ticker,company_name,ceo_name,salary,industry
APD,"Air Products and Chemicals, Inc.",Seifollah Ghasemi,"$18,483,105",Materials
AVY,Avery Dennison Corporation,Mitchell Butier,"$12,433,721",Materials
BLL,Ball Corporation,John Hayes,"$13,924,380",Materials
CE,Celanese Corporation,Lori Ryerkerk,"$12,570,992",Materials
CF,"CF Industries Holdings, Inc.",W. Will,"$11,685,670",Materials
CTVA,"Corteva, Inc.",Charles Magro,"$792,786",Materials
DD,"DuPont de Nemours, Inc.",Edward Breen,"$15,106,986",Materials
DOW,"Dow, Inc.",James Fitterling,"$24,858,892",Materials
ECL,Ecolab Inc.,Christophe Beck,"$8,365,889",Materials
EMN,Eastman Chemical Company,Mark Costa,"$17,798,861",Materials
FCX,"Freeport-McMoRan, Inc.",Richard Adkerson,"$19,111,894",Materials
FMC,FMC Corporation,Mark Douglas,"$8,489,671",Materials
IFF,International Flavors & Fragrances Inc.,Andreas Fibig,"$9,767,380",Materials
IP,International Paper Company,Mark Sutton,"$15,228,707",Materials
LIN,Linde Plc,Stephen Angel,"$31,426,032",Materials
LYB,LyondellBasell Industries NV,Bhavesh V. Patel,"$19,011,033",Materials
MLM,"Martin Marietta Materials, Inc.",C. Nye,"$14,939,587",Materials
MOS,The Mosaic Company,James O'Rourke,"$12,297,011",Materials
NEM,Newmont Corporation,Thomas Palmer,"$12,667,105",Materials
NUE,Nucor Corporation,Leon Topalian,"$11,618,019",Materials
PKG,Packaging Corporation of America,Mark Kowlzan,"$12,157,313",Materials
PPG,"PPG Industries, Inc.",Michael McGarry,"$13,418,214",Materials
SEE,Sealed Air Corporation,Edward Doheny II,"$9,674,692",Materials
SHW,The Sherwin-Williams Company,John Morikis,"$15,843,760",Materials
STLD,"Steel Dynamics, Inc.",Mark Millett,"$10,999,918",Materials
VMC,Vulcan Materials Company,J. Hill,"$10,774,795",Materials
WRK,WestRock Company,David Sewell,"$11,576,270",Materials
AMT,American Tower Corporation,Thomas Bartlett,"$16,114,574",Real%20Estate
ARE,"Alexandria Real Estate Equities, Inc.",Stephen Richardson,"$8,320,228",Real%20Estate
AVB,"AvalonBay Communities, Inc.",Timothy Naughton,"$14,371,460",Real%20Estate
BXP,"Boston Properties, Inc.",Owen Thomas,"$12,894,537",Real%20Estate
CBRE,"CBRE Group, Inc.",Robert Sulentic,"$13,908,085",Real%20Estate
CCI,Crown Castle Inc.,Jay Brown,"$14,553,510",Real%20Estate
CPT,Camden Property Trust,Richard Campo,"$4,285,423",Real%20Estate
DLR,"Digital Realty Trust, Inc.",A. Stein,"$17,139,601",Real%20Estate
EQIX,"Equinix, Inc.",Charles Meyers,"$23,248,193",Real%20Estate
EQR,Equity Residential,Mark Parrell,"$8,490,527",Real%20Estate
ESS,"Essex Property Trust, Inc.",Michael Schall,"$7,183,068",Real%20Estate
EXR,Extra Space Storage Inc.,Joseph Margolis,"$7,315,982",Real%20Estate
FRT,Federal Realty Investment Trust,Donald Wood,"$7,520,917",Real%20Estate
HST,"Host Hotels & Resorts, Inc.",James Risoleo,"$11,520,730",Real%20Estate
INVH,"Invitation Homes, Inc.",Dallas Tanner,"$9,710,445",Real%20Estate
IRM,Iron Mountain Incorporated,William Meaney,"$17,046,118",Real%20Estate
KIM,Kimco Realty Corporation,Conor Flynn,"$10,488,138",Real%20Estate
MAA,"Mid-America Apartment Communities, Inc.",H. Bolton,"$7,667,655",Real%20Estate
O,Realty Income Corporation,Sumit Roy,"$12,861,011",Real%20Estate
PEAK,"Healthpeak Properties, Inc.",Thomas Herzog,"$11,713,883",Real%20Estate
PLD,"Prologis, Inc.",Hamid Moghadam,"$24,901,490",Real%20Estate
PSA,Public Storage,Joseph Russell,"$10,358,153",Real%20Estate
REG,Regency Centers Corporation,Lisa Palmer,"$7,026,315",Real%20Estate
SBAC,SBA Communications Corp.,Jeffrey Stoops,"$9,995,179",Real%20Estate
SPG,"Simon Property Group, Inc.",David Simon,"$10,475,192",Real%20Estate
UDR,"UDR, Inc.",Thomas Toomey,"$14,228,333",Real%20Estate
VICI,"VICI Properties, Inc.",Edward Pitoniak,"$7,662,894",Real%20Estate
VNO,Vornado Realty Trust,Steven Roth,"$9,763,351",Real%20Estate
VTR,"Ventas, Inc.",Debra Cafaro,"$14,263,728",Real%20Estate
WELL,Welltower Inc.,Shankh Mitra,"$12,753,710",Real%20Estate
WY,Weyerhaeuser Company,Devin Stockfish,"$12,715,531",Real%20Estate
AEE,Ameren Corporation,Warner Baxter,"$9,807,836",Utilities
AEP,"American Electric Power Company, Inc.",Nicholas Akins,"$15,051,215",Utilities
AES,The AES Corporation,Andres Gluski,"$14,379,190",Utilities
ATO,Atmos Energy Corporation,John Akers,"$4,839,562",Utilities
AWK,"American Water Works Company, Inc.",Walter Lynch,"$7,398,128",Utilities
CEG,Constellation Energy Corp.,Joseph Dominguez,"$3,352,277",Utilities
CMS,CMS Energy Corporation,Garrick Rochow,"$6,871,068",Utilities
CNP,"CenterPoint Energy, Inc.",David Lesar,"$37,809,810",Utilities
D,"Dominion Energy, Inc.",Robert Blue,"$8,161,083",Utilities
DTE,DTE Energy Company,Gerardo Norcia,"$11,128,277",Utilities
DUK,Duke Energy Corporation,Lynn Good,"$16,451,236",Utilities
ED,"Consolidated Edison, Inc.",Timothy Cawley,"$10,342,198",Utilities
EIX,Edison International,Pedro Pizarro,"$14,364,340",Utilities
ES,Eversource Energy,Joseph Nolan Jr.,"$6,467,078",Utilities
ETR,Entergy Corporation,Leo Denault,"$17,045,744",Utilities
EVRG,"Evergy, Inc.",David Campbell,"$11,138,082",Utilities
EXC,Exelon Corporation,Christopher Crane,"$15,757,378",Utilities
FE,FirstEnergy Corp.,Steven Strah,"$10,714,062",Utilities
LNT,Alliant Energy Corporation,John Larsen,"$10,449,260",Utilities
NEE,"NextEra Energy, Inc.",James Robo,"$25,335,936",Utilities
NI,NiSource Inc.,Joseph Hamrock,"$9,535,782",Utilities
NRG,"NRG Energy, Inc.",Mauricio Gutierrez,"$10,854,224",Utilities
PCG,PG&E Corporation,Patricia Poppe,"$51,198,471",Utilities
PEG,Public Service Enterprise Group Incorporated,Ralph Izzo,"$14,208,674",Utilities
PNW,Pinnacle West Capital Corporation,Jeffrey Guldner,"$8,100,157",Utilities
PPL,PPL Corporation,Vincent Sorgi,"$11,356,481",Utilities
SO,The Southern Company,Thomas Fanning,"$21,243,559",Utilities
SRE,Sempra Energy,Jeffrey Martin,"$24,675,982",Utilities
WEC,"WEC Energy Group, Inc.",J. Fletcher,"$18,481,871",Utilities
XEL,Xcel Energy Inc.,Robert Frenzel,"$8,350,364",Utilities
