,ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry
428,SHW,The Sherwin-Williams Company,"$43,321",366:1,John Morikis,"$15,843,760",Materials
429,STLD,"Steel Dynamics, Inc.","$126,721",87:1,Mark Millett,"$10,999,918",Materials
430,VMC,Vulcan Materials Company,"$80,122",130:1,J. Hill,"$10,774,795",Materials
431,WRK,WestRock Company,"$68,878",168:1,David Sewell,"$11,576,270",Materials
432,AMT,American Tower Corporation,"$37,616",428:1,Thomas Bartlett,"$16,114,574",Real%20Estate
433,ARE,"Alexandria Real Estate Equities, Inc.","$176,113",47:1,Stephen Richardson,"$8,320,228",Real%20Estate
434,AVB,"AvalonBay Communities, Inc.","$79,313",181:1,Timothy Naughton,"$14,371,460",Real%20Estate
435,BXP,"Boston Properties, Inc.","$123,647",104:1,Owen Thomas,"$12,894,537",Real%20Estate
436,CBRE,"CBRE Group, Inc.","$57,349",243:1,Robert Sulentic,"$13,908,085",Real%20Estate
437,CCI,Crown Castle Inc.,"$128,795",113:1,Jay Brown,"$14,553,510",Real%20Estate
438,CPT,Camden Property Trust,"$58,767",73:1,Richard Campo,"$4,285,423",Real%20Estate
439,DLR,"Digital Realty Trust, Inc.","$122,276",140:1,A. Stein,"$17,139,601",Real%20Estate
440,EQIX,"Equinix, Inc.","$122,075",190:1,Charles Meyers,"$23,248,193",Real%20Estate
441,EQR,Equity Residential,"$62,996",135:1,Mark Parrell,"$8,490,527",Real%20Estate
442,ESS,"Essex Property Trust, Inc.","$85,350",84:1,Michael Schall,"$7,183,068",Real%20Estate
443,EXR,Extra Space Storage Inc.,"$43,361",169:1,Joseph Margolis,"$7,315,982",Real%20Estate
444,FRT,Federal Realty Investment Trust,"$125,770",60:1,Donald Wood,"$7,520,917",Real%20Estate
445,HST,"Host Hotels & Resorts, Inc.","$206,292",56:1,James Risoleo,"$11,520,730",Real%20Estate
446,INVH,"Invitation Homes, Inc.","$63,730",152:1,Dallas Tanner,"$9,710,445",Real%20Estate
447,IRM,Iron Mountain Incorporated,"$41,600",410:1,William Meaney,"$17,046,118",Real%20Estate
448,KIM,Kimco Realty Corporation,"$108,000",97:1,Conor Flynn,"$10,488,138",Real%20Estate
449,MAA,"Mid-America Apartment Communities, Inc.","$52,777",145:1,H. Bolton,"$7,667,655",Real%20Estate
450,O,Realty Income Corporation,"$136,304",94:1,Sumit Roy,"$12,861,011",Real%20Estate
451,PEAK,"Healthpeak Properties, Inc.","$177,521",66:1,Thomas Herzog,"$11,713,883",Real%20Estate
452,PLD,"Prologis, Inc.","$114,183",218:1,Hamid Moghadam,"$24,901,490",Real%20Estate
453,PSA,Public Storage,"$28,787",360:1,Joseph Russell,"$10,358,153",Real%20Estate
454,REG,Regency Centers Corporation,"$111,237",63:1,Lisa Palmer,"$7,026,315",Real%20Estate
455,SBAC,SBA Communications Corp.,"$96,104",104:1,Jeffrey Stoops,"$9,995,179",Real%20Estate
456,SPG,"Simon Property Group, Inc.","$64,069",163:1,David Simon,"$10,475,192",Real%20Estate
457,UDR,"UDR, Inc.","$76,519",186:1,Thomas Toomey,"$14,228,333",Real%20Estate
458,VICI,"VICI Properties, Inc.","$28,107",273:1,Edward Pitoniak,"$7,662,894",Real%20Estate
459,VNO,Vornado Realty Trust,"$62,287",157:1,Steven Roth,"$9,763,351",Real%20Estate
460,VTR,"Ventas, Inc.","$111,261",128:1,Debra Cafaro,"$14,263,728",Real%20Estate
461,WELL,Welltower Inc.,"$100,206",127:1,Shankh Mitra,"$12,753,710",Real%20Estate
462,WY,Weyerhaeuser Company,"$76,688",166:1,Devin Stockfish,"$12,715,531",Real%20Estate
463,AEE,Ameren Corporation,"$132,415",74:1,Warner Baxter,"$9,807,836",Utilities
464,AEP,"American Electric Power Company, Inc.","$111,771",135:1,Nicholas Akins,"$15,051,215",Utilities
465,AES,The AES Corporation,"$47,543",302:1,Andres Gluski,"$14,379,190",Utilities
466,ATO,Atmos Energy Corporation,"$81,388",59:1,John Akers,"$4,839,562",Utilities
467,AWK,"American Water Works Company, Inc.","$91,238",81:1,Walter Lynch,"$7,398,128",Utilities
468,CMS,CMS Energy Corporation,"$135,987",51:1,Garrick Rochow,"$6,871,068",Utilities
469,CNP,"CenterPoint Energy, Inc.","$103,170",366:1,David Lesar,"$37,809,810",Utilities
470,D,"Dominion Energy, Inc.","$110,406",74:1,Robert Blue,"$8,161,083",Utilities
471,DTE,DTE Energy Company,"$136,472",82:1,Gerardo Norcia,"$11,128,277",Utilities
472,DUK,Duke Energy Corporation,"$115,895",142:1,Lynn Good,"$16,451,236",Utilities
473,ED,"Consolidated Edison, Inc.","$132,803",78:1,Timothy Cawley,"$10,342,198",Utilities
474,EIX,Edison International,"$175,717",82:1,Pedro Pizarro,"$14,364,340",Utilities
475,ES,Eversource Energy,"$133,297",50:1,Joseph Nolan Jr.,"$6,467,078",Utilities
476,ETR,Entergy Corporation,"$135,272",126:1,Leo Denault,"$17,045,744",Utilities
477,EVRG,"Evergy, Inc.","$133,369",84:1,David Campbell,"$11,138,082",Utilities
478,EXC,Exelon Corporation,"$160,633",98:1,Christopher Crane,"$15,757,378",Utilities
479,FE,FirstEnergy Corp.,"$124,120",86:1,Steven Strah,"$10,714,062",Utilities
480,LNT,Alliant Energy Corporation,"$110,610",94:1,John Larsen,"$10,449,260",Utilities
481,NEE,"NextEra Energy, Inc.","$132,798",191:1,James Robo,"$25,335,936",Utilities
482,NI,NiSource Inc.,"$124,663",76:1,Joseph Hamrock,"$9,535,782",Utilities
483,NRG,"NRG Energy, Inc.","$126,289",86:1,Mauricio Gutierrez,"$10,854,224",Utilities
484,PCG,PG&E Corporation,"$201,157",255:1,Patricia Poppe,"$51,198,471",Utilities
485,PEG,Public Service Enterprise Group Incorporated,"$146,034",97:1,Ralph Izzo,"$14,208,674",Utilities
486,PNW,Pinnacle West Capital Corporation,"$136,805",59:1,Jeffrey Guldner,"$8,100,157",Utilities
487,PPL,PPL Corporation,"$147,670",77:1,Vincent Sorgi,"$11,356,481",Utilities
488,SO,The Southern Company,"$132,450",161:1,Thomas Fanning,"$21,243,559",Utilities
489,SRE,Sempra Energy,"$137,800",179:1,Jeffrey Martin,"$24,675,982",Utilities
490,WEC,"WEC Energy Group, Inc.","$122,530",151:1,J. Fletcher,"$18,481,871",Utilities
491,XEL,Xcel Energy Inc.,"$122,532",95:1,Robert Frenzel,"$8,350,364",Utilities
